key1,a_code,a_name,a_grade,a_date,a_amount,a_rate,a_flag,a_dept,a_note
00000828,A68492,SAMPLE-A-0000828,B1,20230628,2623361,0.0877,Y,D274,NOTE-58571
00000829,A94291,SAMPLE-A-0000829,B1,20230809,9875381,0.2743,Y,D807,NOTE-81996
00000830,A30330,SAMPLE-A-0000830,C1,20240809,3787412,0.8960,N,D268,NOTE-90691
00000831,A99259,SAMPLE-A-0000831,B2,20231007,5610316,0.9289,Y,D729,NOTE-47085
00000832,A08387,SAMPLE-A-0000832,B2,20251103,4104069,0.8655,N,D162,NOTE-69679
00000833,A17832,SAMPLE-A-0000833,A1,20230112,1344834,0.3910,N,D746,NOTE-41399
00000834,A31905,SAMPLE-A-0000834,B1,20251208,3037732,0.3944,Y,D018,NOTE-82087
00000835,A70937,SAMPLE-A-0000835,B1,20240423,7295147,0.9168,N,D679,NOTE-20269
00000836,A98961,SAMPLE-A-0000836,A1,20230902,1754815,0.3529,Y,D183,NOTE-83345
00000837,A23859,SAMPLE-A-0000837,B2,20230405,4994643,0.9835,Y,D235,NOTE-62452
00000838,A00069,SAMPLE-A-0000838,C1,20241205,8475524,0.0180,N,D604,NOTE-80604
00000839,A04382,SAMPLE-A-0000839,A2,20240704,0172509,0.9509,Y,D725,NOTE-84698
00000840,A49062,SAMPLE-A-0000840,A2,20240705,7335998,0.0853,Y,D813,NOTE-62344
00000841,A98975,SAMPLE-A-0000841,B1,20250118,5175051,0.6076,N,D666,NOTE-66244
00000842,A73664,SAMPLE-A-0000842,C1,20231210,7187433,0.1667,Y,D439,NOTE-02287
00000843,A50171,SAMPLE-A-0000843,A1,20230913,0193026,0.8153,Y,D953,NOTE-57368
00000844,A76347,SAMPLE-A-0000844,A1,20230305,5769623,0.3552,N,D178,NOTE-05484
00000845,A53640,SAMPLE-A-0000845,A1,20250125,3002250,0.2993,Y,D675,NOTE-44411
00000846,A14077,SAMPLE-A-0000846,A1,20250619,1850953,0.0111,Y,D247,NOTE-46812
00000847,A08773,SAMPLE-A-0000847,A1,20250725,3724083,0.9422,N,D379,NOTE-84244
00000848,A20091,SAMPLE-A-0000848,C1,20230212,7383540,0.2825,Y,D214,NOTE-46697
00000849,A05010,SAMPLE-A-0000849,B1,20240923,9768912,0.3371,Y,D237,NOTE-82541
00000850,A78770,SAMPLE-A-0000850,C1,20240814,1808962,0.9023,Y,D143,NOTE-60223
00000851,A09242,SAMPLE-A-0000851,C1,20241109,5272442,0.2637,Y,D741,NOTE-20540
00000852,A16957,SAMPLE-A-0000852,B1,20230723,0391912,0.1660,N,D533,NOTE-47680
00000853,A44552,SAMPLE-A-0000853,A1,20241214,8215754,0.3956,N,D669,NOTE-22584
00000854,A24317,SAMPLE-A-0000854,A1,20240912,1437687,0.2691,Y,D758,NOTE-42727
00000855,A88461,SAMPLE-A-0000855,A1,20250323,3183281,0.3066,N,D764,NOTE-30776
00000856,A59577,SAMPLE-A-0000856,B2,20241214,0155501,0.6672,N,D208,NOTE-12253
00000857,A75802,SAMPLE-A-0000857,A2,20251207,7712983,0.6833,Y,D514,NOTE-49736
00000858,A66630,SAMPLE-A-0000858,A2,20250311,5088906,0.0150,N,D606,NOTE-88606
00000859,A71185,SAMPLE-A-0000859,A1,20251011,8629888,0.4582,Y,D661,NOTE-48731
00000860,A50635,SAMPLE-A-0000860,C1,20230805,3819064,0.0515,Y,D788,NOTE-39829
00000861,A75130,SAMPLE-A-0000861,C1,20250327,1458477,0.2690,N,D718,NOTE-85482
00000862,A77841,SAMPLE-A-0000862,A1,20231021,5241279,0.6682,N,D682,NOTE-67059
00000863,A41513,SAMPLE-A-0000863,B2,20230413,7273606,0.3724,N,D582,NOTE-19527
00000864,A15754,SAMPLE-A-0000864,B1,20240812,5426357,0.1028,N,D858,NOTE-46954
00000865,A36673,SAMPLE-A-0000865,A1,20251226,2796256,0.5373,Y,D337,NOTE-78595
00000866,A12254,SAMPLE-A-0000866,A2,20250709,4606336,0.0866,N,D905,NOTE-23489
00000867,A15126,SAMPLE-A-0000867,B2,20240913,8742502,0.6890,N,D950,NOTE-23509
00000868,A96946,SAMPLE-A-0000868,A1,20240905,3402550,0.6239,Y,D778,NOTE-89104
00000869,A64613,SAMPLE-A-0000869,A1,20230602,1770683,0.0662,N,D333,NOTE-74026
00000870,A14615,SAMPLE-A-0000870,C1,20230905,4899277,0.9342,N,D394,NOTE-31963
00000871,A43611,SAMPLE-A-0000871,A1,20231202,1881944,0.5327,Y,D763,NOTE-18381
00000872,A20622,SAMPLE-A-0000872,B1,20250705,8726701,0.8467,Y,D838,NOTE-10476
00000873,A45645,SAMPLE-A-0000873,B1,20240611,6296186,0.7234,N,D623,NOTE-90392
00000874,A19769,SAMPLE-A-0000874,A2,20230610,8247196,0.2821,Y,D354,NOTE-83219
00000875,A87295,SAMPLE-A-0000875,B1,20250908,1526388,0.6244,N,D545,NOTE-93455
00000876,A22041,SAMPLE-A-0000876,B2,20240216,7354446,0.9254,N,D729,NOTE-99178
00000877,A06242,SAMPLE-A-0000877,A2,20231220,4453137,0.2687,Y,D272,NOTE-12344
00000878,A02187,SAMPLE-A-0000878,C1,20240418,8653874,0.2440,Y,D787,NOTE-60519
00000879,A44059,SAMPLE-A-0000879,B2,20251215,0349835,0.3569,Y,D258,NOTE-93917
00000880,A57379,SAMPLE-A-0000880,A2,20250609,8839331,0.9767,Y,D745,NOTE-06495
00000881,A16634,SAMPLE-A-0000881,C1,20230515,6346544,0.1454,N,D919,NOTE-30010
00000882,A05842,SAMPLE-A-0000882,C1,20241111,7904242,0.6385,Y,D170,NOTE-14971
00000883,A13631,SAMPLE-A-0000883,C1,20250107,6671276,0.6583,N,D936,NOTE-92962
00000884,A24559,SAMPLE-A-0000884,A1,20240205,1913551,0.4450,N,D619,NOTE-07007
00000885,A31537,SAMPLE-A-0000885,A2,20230411,9600897,0.6259,Y,D704,NOTE-59891
00000886,A76417,SAMPLE-A-0000886,C1,20231116,2958962,0.3773,Y,D863,NOTE-57288
00000887,A53260,SAMPLE-A-0000887,B1,20250912,4776747,0.7917,Y,D049,NOTE-98552
00000888,A87797,SAMPLE-A-0000888,C1,20241120,2065644,0.0254,Y,D018,NOTE-17543
00000889,A41885,SAMPLE-A-0000889,C1,20230426,9357126,0.0071,Y,D514,NOTE-83054
00000890,A06109,SAMPLE-A-0000890,C1,20250918,1900043,0.1387,N,D562,NOTE-40878
00000891,A87066,SAMPLE-A-0000891,A2,20230221,4930336,0.3297,Y,D356,NOTE-00457
00000892,A96202,SAMPLE-A-0000892,A2,20241125,0504486,0.3032,N,D640,NOTE-44139
00000893,A42260,SAMPLE-A-0000893,B1,20250909,3036060,0.1304,N,D101,NOTE-37159
00000894,A19659,SAMPLE-A-0000894,B2,20240907,6451079,0.3847,Y,D003,NOTE-48793
00000895,A18211,SAMPLE-A-0000895,A1,20250322,8330801,0.5382,N,D141,NOTE-63459
00000896,A73220,SAMPLE-A-0000896,A2,20240703,9908346,0.4013,Y,D620,NOTE-99251
00000897,A61325,SAMPLE-A-0000897,C1,20240410,2944330,0.8692,N,D058,NOTE-08514
00000898,A06891,SAMPLE-A-0000898,A2,20250215,4624936,0.2107,Y,D514,NOTE-25264
00000899,A25214,SAMPLE-A-0000899,C1,20241006,8362288,0.7041,N,D662,NOTE-49454
00000900,A41943,SAMPLE-A-0000900,A1,20240426,3354822,0.6392,N,D116,NOTE-60314
00000901,A81465,SAMPLE-A-0000901,B2,20250413,1035081,0.9545,Y,D833,NOTE-85759
00000902,A47732,SAMPLE-A-0000902,A2,20250601,5039157,0.1079,Y,D932,NOTE-86567
00000903,A72140,SAMPLE-A-0000903,B1,20230513,6735630,0.5942,Y,D506,NOTE-76326
00000904,A33632,SAMPLE-A-0000904,A2,20240501,3900659,0.5876,N,D288,NOTE-36311
00000905,A59721,SAMPLE-A-0000905,B1,20241111,1195966,0.5949,Y,D805,NOTE-29551
00000906,A22946,SAMPLE-A-0000906,C1,20240209,8244208,0.9682,N,D673,NOTE-50702
00000907,A27717,SAMPLE-A-0000907,B2,20250222,1789446,0.4027,Y,D041,NOTE-09375
00000908,A72455,SAMPLE-A-0000908,B2,20240103,7089206,0.1055,N,D937,NOTE-31299
00000909,A31438,SAMPLE-A-0000909,A2,20250725,4609739,0.4038,N,D385,NOTE-45894
00000910,A09776,SAMPLE-A-0000910,C1,20241115,7888906,0.8337,Y,D248,NOTE-56314
00000911,A99855,SAMPLE-A-0000911,B1,20230709,9700068,0.4104,N,D967,NOTE-20540
00000912,A50300,SAMPLE-A-0000912,B1,20231223,8525371,0.0184,N,D707,NOTE-21446
00000913,A61851,SAMPLE-A-0000913,A1,20240304,5811462,0.5705,Y,D384,NOTE-36310
00000914,A59327,SAMPLE-A-0000914,B1,20230119,8359926,0.2158,N,D588,NOTE-23499
00000915,A74340,SAMPLE-A-0000915,B1,20240120,1316332,0.5359,Y,D269,NOTE-59587
00000916,A46162,SAMPLE-A-0000916,B2,20250223,6939604,0.4875,Y,D133,NOTE-27664
00000917,A43374,SAMPLE-A-0000917,B2,20251103,4201881,0.1578,N,D726,NOTE-78207
00000918,A70558,SAMPLE-A-0000918,C1,20240312,2968187,0.7829,N,D360,NOTE-55119
00000919,A41558,SAMPLE-A-0000919,A2,20230704,4782389,0.3668,N,D662,NOTE-09526
00000920,A71838,SAMPLE-A-0000920,B2,20250319,1730357,0.1046,N,D516,NOTE-22942
00000921,A06268,SAMPLE-A-0000921,B1,20251102,9649024,0.2990,N,D702,NOTE-47934
00000922,A22706,SAMPLE-A-0000922,C1,20241127,1140164,0.3440,N,D493,NOTE-60549
00000923,A36471,SAMPLE-A-0000923,A1,20231124,5070586,0.0392,N,D613,NOTE-39510
00000924,A74129,SAMPLE-A-0000924,B2,20250412,9887213,0.3809,Y,D599,NOTE-95583
00000925,A55177,SAMPLE-A-0000925,B1,20240125,8001119,0.5315,Y,D653,NOTE-41018
00000926,A33977,SAMPLE-A-0000926,C1,20241227,1292657,0.0108,N,D026,NOTE-63645
00000927,A28606,SAMPLE-A-0000927,A2,20250416,8341387,0.1725,Y,D693,NOTE-69263
00000928,A79888,SAMPLE-A-0000928,C1,20230922,1321834,0.5563,Y,D399,NOTE-51485
00000929,A24559,SAMPLE-A-0000929,B2,20230903,8847062,0.8074,N,D155,NOTE-74117
00000930,A49225,SAMPLE-A-0000930,B1,20251223,6272731,0.3853,Y,D621,NOTE-25623
00000931,A03026,SAMPLE-A-0000931,A1,20230323,9751730,0.6844,N,D874,NOTE-11254
00000932,A50745,SAMPLE-A-0000932,C1,20250710,4969597,0.8909,Y,D878,NOTE-43513
00000933,A53797,SAMPLE-A-0000933,B2,20250622,2818368,0.1639,Y,D853,NOTE-59983
00000934,A59288,SAMPLE-A-0000934,B2,20240801,6440945,0.5184,N,D178,NOTE-25544
00000935,A98634,SAMPLE-A-0000935,A2,20240721,8449225,0.3865,Y,D791,NOTE-83705
00000936,A09818,SAMPLE-A-0000936,A1,20230210,5249955,0.5345,Y,D807,NOTE-57627
00000937,A00409,SAMPLE-A-0000937,B2,20230306,2863472,0.4752,Y,D853,NOTE-71269
00000938,A85123,SAMPLE-A-0000938,C1,20240113,4282382,0.4967,Y,D058,NOTE-35770
00000939,A41864,SAMPLE-A-0000939,B2,20230218,3116985,0.7829,Y,D405,NOTE-38869
00000940,A53343,SAMPLE-A-0000940,A2,20240423,2946244,0.5636,N,D754,NOTE-37134
00000941,A76422,SAMPLE-A-0000941,B1,20250513,6053017,0.3549,Y,D886,NOTE-58337
00000942,A14224,SAMPLE-A-0000942,C1,20250628,9728373,0.7403,Y,D976,NOTE-56679
00000943,A73246,SAMPLE-A-0000943,C1,20230524,1416656,0.2210,N,D406,NOTE-47166
00000944,A11844,SAMPLE-A-0000944,B1,20240308,9809195,0.6789,Y,D225,NOTE-27682
00000945,A38074,SAMPLE-A-0000945,A1,20230817,7396981,0.3647,Y,D760,NOTE-83006
00000946,A74936,SAMPLE-A-0000946,A1,20240801,9497014,0.4563,Y,D060,NOTE-99040
00000947,A51912,SAMPLE-A-0000947,A1,20231025,2706527,0.4377,Y,D955,NOTE-91081
00000948,A73946,SAMPLE-A-0000948,B2,20250924,8487428,0.0432,N,D092,NOTE-96269
00000949,A86710,SAMPLE-A-0000949,C1,20250915,5651704,0.5888,N,D547,NOTE-91005
00000950,A97804,SAMPLE-A-0000950,B1,20240921,8992099,0.5727,Y,D016,NOTE-44911
00000951,A08732,SAMPLE-A-0000951,A1,20251102,6368240,0.0398,N,D895,NOTE-85567
00000952,A50306,SAMPLE-A-0000952,C1,20240417,8640033,0.9052,N,D232,NOTE-78902
00000953,A86082,SAMPLE-A-0000953,B1,20251204,0957327,0.9653,Y,D655,NOTE-62072
00000954,A61345,SAMPLE-A-0000954,A2,20250310,2981455,0.2874,N,D182,NOTE-93553
00000955,A66084,SAMPLE-A-0000955,C1,20231217,6520613,0.5010,Y,D971,NOTE-51950
00000956,A48276,SAMPLE-A-0000956,C1,20250220,1563365,0.9063,Y,D062,NOTE-64253
00000957,A31840,SAMPLE-A-0000957,B2,20230902,9604873,0.7806,N,D524,NOTE-49336
00000958,A47295,SAMPLE-A-0000958,A2,20250319,3001852,0.6278,N,D768,NOTE-02554
00000959,A57516,SAMPLE-A-0000959,B2,20250227,4305571,0.9847,N,D713,NOTE-26826
00000960,A95255,SAMPLE-A-0000960,C1,20241206,3262170,0.0832,N,D869,NOTE-24856
00000961,A00363,SAMPLE-A-0000961,A1,20250818,0549077,0.8897,Y,D244,NOTE-83988
00000962,A95886,SAMPLE-A-0000962,C1,20250712,3097125,0.4150,N,D099,NOTE-68153
00000963,A58260,SAMPLE-A-0000963,C1,20240618,6176539,0.7526,N,D757,NOTE-34244
00000964,A82705,SAMPLE-A-0000964,A1,20251027,1680083,0.6147,Y,D619,NOTE-54206
00000965,A66476,SAMPLE-A-0000965,B1,20230228,4227514,0.7554,N,D041,NOTE-41946
00000966,A09890,SAMPLE-A-0000966,A2,20240215,7625484,0.6058,N,D380,NOTE-68925
00000967,A80549,SAMPLE-A-0000967,A1,20251024,9642980,0.7123,Y,D696,NOTE-51445
00000968,A55856,SAMPLE-A-0000968,B2,20241020,6600930,0.3119,Y,D958,NOTE-98782
00000969,A49942,SAMPLE-A-0000969,B2,20230501,3992991,0.0934,N,D715,NOTE-88553
00000970,A30256,SAMPLE-A-0000970,C1,20231022,5731969,0.2105,Y,D495,NOTE-74242
00000971,A06168,SAMPLE-A-0000971,C1,20240828,9932952,0.4752,N,D533,NOTE-22632
00000972,A28642,SAMPLE-A-0000972,A1,20230509,4624187,0.5818,N,D869,NOTE-92924
00000973,A24858,SAMPLE-A-0000973,A1,20250210,2870014,0.9451,Y,D301,NOTE-39272
00000974,A62402,SAMPLE-A-0000974,A2,20231118,1062626,0.5860,Y,D492,NOTE-96150
00000975,A80956,SAMPLE-A-0000975,B1,20250414,3071946,0.2613,Y,D252,NOTE-22624
00000976,A32721,SAMPLE-A-0000976,A1,20250221,6192200,0.8723,Y,D604,NOTE-94124
00000977,A44124,SAMPLE-A-0000977,C1,20250325,9002103,0.7058,N,D822,NOTE-93955
00000978,A54615,SAMPLE-A-0000978,B2,20251201,0879210,0.5957,Y,D039,NOTE-37849
00000979,A79550,SAMPLE-A-0000979,A1,20231123,4286458,0.1235,N,D986,NOTE-34483
00000980,A56407,SAMPLE-A-0000980,B1,20240605,9575611,0.9430,N,D229,NOTE-40966
00000981,A90372,SAMPLE-A-0000981,A1,20251005,7549550,0.5135,Y,D428,NOTE-95023
00000982,A73362,SAMPLE-A-0000982,B1,20250803,0637279,0.8169,Y,D101,NOTE-45713
00000983,A22968,SAMPLE-A-0000983,B2,20230703,3186520,0.7041,Y,D102,NOTE-18617
00000984,A46377,SAMPLE-A-0000984,B2,20241109,9989328,0.7114,N,D861,NOTE-19418
00000985,A40890,SAMPLE-A-0000985,B2,20250220,7447147,0.8139,Y,D713,NOTE-83059
00000986,A75292,SAMPLE-A-0000986,B2,20240401,4299842,0.4572,N,D779,NOTE-33110
00000987,A49222,SAMPLE-A-0000987,A1,20240724,7715351,0.0525,Y,D822,NOTE-60612
00000988,A91213,SAMPLE-A-0000988,C1,20240719,3111140,0.8844,N,D272,NOTE-81805
00000989,A46231,SAMPLE-A-0000989,A1,20240416,0929721,0.0836,N,D037,NOTE-24691
00000990,A57659,SAMPLE-A-0000990,C1,20250221,4074548,0.7139,Y,D724,NOTE-06242
00000991,A47579,SAMPLE-A-0000991,A1,20230927,5885742,0.0954,N,D323,NOTE-03084
00000992,A67585,SAMPLE-A-0000992,C1,20230628,4378441,0.7966,N,D827,NOTE-14191
00000993,A09357,SAMPLE-A-0000993,A2,20251005,2128196,0.2487,Y,D075,NOTE-27806
00000994,A46281,SAMPLE-A-0000994,B2,20250501,4345064,0.0120,N,D118,NOTE-93297
00000995,A81403,SAMPLE-A-0000995,A2,20250427,7833037,0.2849,Y,D803,NOTE-34862
00000996,A97721,SAMPLE-A-0000996,A1,20230621,3075234,0.0505,Y,D044,NOTE-11996
00000997,A54295,SAMPLE-A-0000997,B1,20240814,0513895,0.2056,N,D289,NOTE-66782
00000998,A34412,SAMPLE-A-0000998,A2,20230419,3731506,0.0839,N,D203,NOTE-52705
00000999,A76994,SAMPLE-A-0000999,A2,20250719,0972319,0.2598,N,D057,NOTE-97181
00001000,A54982,SAMPLE-A-0001000,C1,20241205,7885858,0.8436,N,D683,NOTE-72521
