key1,key2,b_ref,b_date,b_qty,b_unit,b_total,b_status,b_line,b_memo
00000072,00000754,REF-00000072,20231105,688,83283,57298704,VOID,002,MEMO-03828
00000007,00000041,REF-00000007,20230919,210,37256,07823760,HOLD,001,MEMO-27189
00000100,00000328,REF-00000100,20250703,837,16645,13931865,HOLD,002,MEMO-25348
00000022,00000615,REF-00000022,20250628,723,09618,06953814,OPEN,001,MEMO-57941
00000192,00000902,REF-00000192,20230601,607,29821,18101347,DONE,001,MEMO-79514
00000380,00000189,REF-00000380,20240303,222,94946,21078012,DONE,001,MEMO-52147
00000310,00000476,REF-00000310,20240320,146,64564,09426344,HOLD,001,MEMO-07139
00000653,00000763,REF-00000653,20230113,452,56130,25370760,OPEN,001,MEMO-30629
00000068,00000050,REF-00000068,20250202,062,08235,00510570,OPEN,002,MEMO-39624
00000228,,REF-00000228,20250608,968,26959,26096312,OPEN,001,MEMO-18126
00000158,00000624,REF-00000158,20240527,392,01993,00781256,OPEN,001,MEMO-52524
00000465,00000911,REF-00000465,20230915,569,66490,37832810,HOLD,001,MEMO-12971
00001008,00000198,REF-00001008,20230201,382,27121,10360222,DONE,001,MEMO-39670
00000041,00000485,REF-00000041,20230504,704,28590,20127360,DONE,003,MEMO-32223
00000004,00000772,REF-00000004,20240722,708,19988,14151504,VOID,002,MEMO-47320
00000223,,REF-00000223,20230504,707,24008,16973656,HOLD,001,MEMO-98630
